1	1.007825032071	99.9885	1
2	2.01410177784	0.0115	1
3	3.016049277725	0	1
4	3.016029319126	0.00013	2
5	4.002603254156	99.99987	2
6	6.01512279516	7.59	3
7	7.016004558	92.41	3
8	9.01218224	100	4
9	10.01293704	19.9	5
10	11.00930544	80.1	5
11	12.0	98.93	6
12	13.00335483781	1.07	6
13	14.0032419894	0	6
14	14.00307400486	99.636	7
15	15.00010889827	0.364	7
17	16.9991317012	0.038	8
16	15.9949146195616	99.757	8
18	17.99916107	0.205	8
19	18.998403227	100	9
21	20.993846684	0.27	10
20	19.992440175419	90.48	10
22	21.99138511419	9.25	10
23	22.989769280929	100	11
25	24.985836923	10	12
24	23.98504170014	78.99	12
26	25.9825929293	11.01	12
27	26.9815386312	100	13
29	28.97649470022	4.685	14
28	27.976926532519	92.223	14
30	29.973770173	3.092	14
31	30.973761632	100	15
34	33.9678669012	4.25	16
35	35.967080762	0.01	16
32	31.9720710015	94.99	16
33	32.9714587615	0.75	16
36	34.968852684	75.76	17
37	36.965902595	24.24	17
38	35.96754510629	0.3365	18
39	37.96273244	0.0632	18
40	39.962383122529	99.6003	18
42	39.9639984821	0.0117	19
43	40.9618257621	6.7302	19
41	38.963706682	93.2581	19
49	47.9525344	0.187	20
48	45.953692624	0.004	20
46	42.95876663	0.135	20
47	43.95548184	2.086	20
44	39.9625909822	96.941	20
45	41.9586180127	0.647	20
50	44.95591199	100	21
51	45.95263169	8.25	22
55	49.94479129	5.18	22
54	48.94787009	5.41	22
53	47.94794639	73.72	22
52	46.95176319	7.44	22
57	50.943959511	99.75	23
56	49.947158511	0.25	23
59	51.94050758	83.789	24
58	49.946044211	4.345	24
61	53.93888048	2.365	24
60	52.94064948	9.501	24
62	54.93804517	100	25
64	55.93493757	91.754	26
65	56.93539407	2.119	26
66	57.93327568	0.282	26
63	53.93961057	5.845	26
67	58.93319507	100	27
68	57.93534297	68.0769	28
69	59.93078647	26.2231	28
70	60.93105607	1.1399	28
71	61.92834516	3.6345	28
72	63.92796607	0.9256	28
73	62.92959756	69.15	29
74	64.92778957	30.85	29
76	65.92603341	27.975	30
77	66.92712731	4.102	30
78	67.92484421	19.024	30
79	69.925319321	0.631	30
75	63.92914227	48.268	30
81	70.924701311	39.892	31
80	68.925573613	60.108	31
85	73.921177818	36.72	32
84	72.923458918	7.76	32
86	75.921402618	7.83	32
83	71.922075818	27.31	32
82	69.924247411	20.38	32
87	74.92159652	100	33
93	81.916699422	8.73	34
92	79.916521321	49.61	34
89	75.919213618	9.37	34
88	73.922476418	0.89	34
91	77.917309118	23.77	34
90	76.919914018	7.63	34
95	80.916290621	49.31	35
94	78.918337122	50.69	35
100	83.9115073	56.987	36
101	85.9106107311	17.279	36
98	81.913483619	11.593	36
99	82.9141363	11.5	36
96	77.920364812	0.355	36
97	79.916379016	2.286	36
102	84.91178973812	72.17	37
103	86.90918052713	27.83	37
106	86.908877112	7	38
107	87.905612112	82.58	38
104	83.9134253	0.56	38
105	85.909260212	9.86	38
108	88.905848327	100	39
113	95.90827343	2.8	40
112	93.906315226	17.38	40
110	90.905645825	11.22	40
111	91.905040825	17.15	40
109	89.904704425	51.45	40
114	92.906378126	100	41
119	96.906021521	9.56	42
118	95.904679521	16.68	42
117	94.905842121	15.9	42
116	93.905088321	9.23	42
115	91.9068114	14.77	42
121	99.9074776	9.67	42
120	97.905408221	24.19	42
124	98.906254721	0	43
123	97.9072164	0	43
122	96.9063655	0	43
129	100.905582122	17.06	44
127	98.905939322	12.76	44
128	99.904219522	12.6	44
126	97.9052877	1.87	44
131	103.9054333	18.62	44
125	95.9075988	5.54	44
130	101.904349322	31.55	44
132	102.9055043	100	45
137	107.9038924	26.46	46
