1	1.007825032071	99.9885	1
2	2.01410177784	0.0115	1
3	3.016029319126	0.00013	2
4	4.002603254156	99.99987	2
5	6.01512279516	7.59	3
6	7.016004558	92.41	3
7	9.01218224	100	4
8	10.01293704	19.9	5
9	11.00930544	80.1	5
10	12.0	98.93	6
11	13.00335483781	1.07	6
12	14.00307400486	99.636	7
13	15.00010889827	0.364	7
16	17.99916107	0.205	8
14	15.9949146195616	99.757	8
15	16.9991317012	0.038	8
17	18.998403227	100	9
19	20.993846684	0.27	10
18	19.992440175419	90.48	10
20	21.99138511419	9.25	10
21	22.989769280929	100	11
23	24.985836923	10	12
22	23.98504170014	78.99	12
24	25.9825929293	11.01	12
25	26.9815386312	100	13
27	28.97649470022	4.685	14
26	27.976926532519	92.223	14
28	29.973770173	3.092	14
29	30.973761632	100	15
32	33.9678669012	4.25	16
33	35.967080762	0.01	16
31	32.9714587615	0.75	16
30	31.9720710015	94.99	16
34	34.968852684	75.76	17
35	36.965902595	24.24	17
38	39.962383122529	99.6003	18
36	35.96754510629	0.3365	18
37	37.96273244	0.0632	18
39	38.963706682	93.2581	19
40	39.9639984821	0.0117	19
41	40.9618257621	6.7302	19
42	39.9625909822	96.941	20
43	41.9586180127	0.647	20
46	45.953692624	0.004	20
47	47.9525344	0.187	20
44	42.95876663	0.135	20
45	43.95548184	2.086	20
48	44.95591199	100	21
51	47.94794639	73.72	22
50	46.95176319	7.44	22
49	45.95263169	8.25	22
53	49.94479129	5.18	22
52	48.94787009	5.41	22
55	50.943959511	99.75	23
54	49.947158511	0.25	23
59	53.93888048	2.365	24
58	52.94064948	9.501	24
57	51.94050758	83.789	24
56	49.946044211	4.345	24
60	54.93804517	100	25
64	57.93327568	0.282	26
63	56.93539407	2.119	26
62	55.93493757	91.754	26
61	53.93961057	5.845	26
65	58.93319507	100	27
68	60.93105607	1.1399	28
69	61.92834516	3.6345	28
70	63.92796607	0.9256	28
66	57.93534297	68.0769	28
67	59.93078647	26.2231	28
71	62.92959756	69.15	29
72	64.92778957	30.85	29
76	67.92484421	19.024	30
77	69.925319321	0.631	30
73	63.92914227	48.268	30
74	65.92603341	27.975	30
75	66.92712731	4.102	30
78	68.925573613	60.108	31
79	70.924701311	39.892	31
84	75.921402618	7.83	32
81	71.922075818	27.31	32
80	69.924247411	20.38	32
83	73.921177818	36.72	32
82	72.923458918	7.76	32
85	74.92159652	100	33
87	75.919213618	9.37	34
86	73.922476418	0.89	34
89	77.917309118	23.77	34
88	76.919914018	7.63	34
91	81.916699422	8.73	34
90	79.916521321	49.61	34
93	80.916290621	49.31	35
92	78.918337122	50.69	35
98	83.9115073	56.987	36
99	85.9106107311	17.279	36
96	81.913483619	11.593	36
97	82.9141363	11.5	36
95	79.916379016	2.286	36
94	77.920364812	0.355	36
100	84.91178973812	72.17	37
101	86.90918052713	27.83	37
102	83.9134253	0.56	38
103	85.909260212	9.86	38
104	86.908877112	7	38
105	87.905612112	82.58	38
106	88.905848327	100	39
110	93.906315226	17.38	40
111	95.90827343	2.8	40
108	90.905645825	11.22	40
109	91.905040825	17.15	40
107	89.904704425	51.45	40
112	92.906378126	100	41
119	99.9074776	9.67	42
118	97.905408221	24.19	42
117	96.906021521	9.56	42
116	95.904679521	16.68	42
115	94.905842121	15.9	42
114	93.905088321	9.23	42
113	91.9068114	14.77	42
126	103.9054333	18.62	44
125	101.904349322	31.55	44
124	100.905582122	17.06	44
123	99.904219522	12.6	44
122	98.905939322	12.76	44
121	97.9052877	1.87	44
120	95.9075988	5.54	44
127	102.9055043	100	45
129	103.9040364	11.14	46
128	101.9056093	1.02	46
131	105.9034864	27.33	46
130	104.9050854	22.33	46
133	109.90515312	11.72	46
132	107.9038924	26.46	46
