1	H	Hydrogen	1.0079407540647767
2	He	Helium	4.002601932126928
3	Li	Lithium	6.940036602958518
4	Be	Beryllium	9.01218306582
5	B	Boron	10.811028050830402
6	C	Carbon	12.010735896735273
7	N	Nitrogen	14.006703211447812
8	O	Oxygen	15.99940492431999
9	F	Fluorine	18.9984031627392
10	Ne	Neon	20.1800463805534
11	Na	Sodium	22.989769282019
12	Mg	Magnesium	24.30505162003182
13	Al	Aluminium	26.9815385311
14	Si	Silicon	28.085498705717367
15	P	Phosphorus	30.973761998427005
16	S	Sulfur	32.06478740616064
17	Cl	Chlorine	35.45293758302163
18	Ar	Argon	39.94779856360816
19	K	Potassium	39.098300910134526
20	Ca	Calcium	40.078022511320995
21	Sc	Scandium	44.9559082877
22	Ti	Titanium	47.86674496650784
23	V	Vanadium	50.94146504682524
24	Cr	Chromium	51.99613176185417
25	Mn	Manganese	54.9380439148
26	Fe	Iron	55.84514443879042
27	Co	Cobalt	58.9331942956
28	Ni	Nickel	58.69334711516411
29	Cu	Copper	63.54603995189275
30	Zn	Zinc	65.37778253794673
31	Ga	Gallium	69.72306608387825
32	Ge	Germanium	72.62755016686985
33	As	Arsenic	74.9215945795
34	Se	Selenium	78.9593885653162
35	Br	Bromine	79.90352779450998
36	Kr	Krypton	83.7979999970144
37	Rb	Rubidium	85.4676635956754
38	Sr	Strontium	87.6166444816256
39	Y	Yttrium	88.905840324
40	Zr	Zirconium	91.223641617088
41	Nb	Niobium	92.90637302
42	Mo	Molybdenum	95.95978854712139
43	Tc	Technetium	97.907212436
44	Ru	Ruthenium	101.06494015455816
45	Rh	Rhodium	102.905498026
46	Pd	Palladium	106.4153275191986
47	Ag	Silver	107.86814965477768
48	Cd	Cadmium	112.4115578234279
49	In	Indium	114.81808662995083
50	Sn	Tin	118.71011260065993
51	Sb	Antimony	121.75978370048469
52	Te	Tellurium	127.60312649313722
53	I	Iodine	126.90447193899999
54	Xe	Xenon	131.29276144954605
55	Cs	Caesium	132.90545196108
56	Ba	Barium	137.326891631724
57	La	Lanthanum	138.90546889772423
58	Ce	Cerium	140.11573076170473
59	Pr	Praseodymium	140.907657623
60	Nd	Neodymium	144.2415960520596
61	Pm	Promethium	144.912755933
62	Sm	Samarium	150.36635573073943
63	Eu	Europium	151.96437814438002
64	Gd	Gadolinium	157.25213066410058
65	Tb	Terbium	158.925354719
66	Dy	Dysprosium	162.49947283943277
67	Ho	Holmium	164.930328821
68	Er	Erbium	167.25908267223062
69	Tm	Thulium	168.934217922
70	Yb	Ytterbium	173.05415018857693
71	Lu	Lutetium	174.96681497785502
72	Hf	Hafnium	178.48497874351798
73	Ta	Tantalum	180.94787565622738
74	W	Tungsten	183.84177756194964
75	Re	Rhenium	186.206704560478
76	Os	Osmium	190.22485964996508
77	Ir	Iridium	192.21605167309997
78	Pt	Platinum	195.08445687604046
79	Au	Gold	196.9665687971
80	Hg	Mercury	200.599167040318
81	Tl	Thallium	204.38341285336003
82	Pb	Lead	207.21690807599998
83	Bi	Bismuth	208.980399116
84	Po	Polonium	208.98243082000002
85	At	Astatine	209.987147983
86	Rn	Radon	222.017578225
87	Fr	Francium	223.019736025
88	Ra	Radium	226.02541032500002
89	Ac	Actinium	227.027752325
90	Th	Thorium	232.03805582100003
91	Pa	Protactinium	231.035884224
92	U	Uranium	238.0289104816502
93	Np	Neptunium	237.048173619
94	Pu	Plutonium	244.06420535600003
95	Am	Americium	243.061381324
96	Cm	Curium	247.070354147
97	Bk	Berkelium	247.070307359
98	Cf	Californium	251.079588648
99	Es	Einsteinium	252.08298054
100	Fm	Fermium	257.095106169
101	Md	Mendelevium	258.09843155
102	No	Nobelium	259.1010311
103	Lr	Lawrencium	266.1198356
104	Rf	Rutherfordium	267.1217962
105	Db	Dubnium	268.1256757
106	Sg	Seaborgium	269.1286339
107	Bh	Bohrium	270.1333631
108	Hs	Hassium	277.1519058
109	Mt	Meitnerium	278.1563168
110	Ds	Darmstadtium	281.1645159
111	Rg	Roentgenium	282.1691272
112	Cn	Copernicium	285.177126
113	Nh	Nihonium	286.1822172
114	Fl	Flerovium	289.190426
115	Mc	Moscovium	290.1959873
116	Lv	Livermorium	293.204496
117	Ts	Teennessine	294.2104674
118	Og	Oganesson	294.2139271
