1	1.007825032239	99.9885	1
2	2.0141017781212	0.0115	1
3	3.016049277924	0	1
4	3.016029320125	0.00013	2
5	4.002603254136	99.99987	2
6	6.015122887416	7.59	3
7	7.016003436645	92.41	3
8	9.01218306582	100	4
9	10.0129369541	19.9	5
10	11.0093053645	80.1	5
11	12.0	98.93	6
12	13.0033548350723	1.07	6
13	14.00324198844	0	6
14	14.003074004432	99.636	7
15	15.0001088988864	0.364	7
17	16.9991317565069	0.038	8
16	15.9949146195717	99.757	8
18	17.9991596128676	0.205	8
19	18.9984031627392	100	9
21	20.99384668541	0.27	10
20	19.992440176217	90.48	10
22	21.99138511418	9.25	10
23	22.989769282019	100	11
25	24.9858369765	10	12
24	23.98504169714	78.99	12
26	25.98259296831	11.01	12
27	26.9815385311	100	13
29	28.9764946649052	4.685	14
28	27.9769265346544	92.223	14
30	29.97377013623	3.092	14
31	30.973761998427	100	15
34	33.96786700447	4.25	16
35	35.967080712	0.01	16
32	31.972071174414	94.99	16
33	32.971458909815	0.75	16
36	34.96885268237	75.76	17
37	36.96590260255	24.24	17
38	35.96754510528	0.3336	18
39	37.9627321121	0.0629	18
40	39.962383123724	99.6035	18
42	39.9639981666	0.0117	19
43	40.961825257941	6.7302	19
41	38.963706486449	93.2581	19
49	47.9525227613	0.187	20
48	45.953689024	0.004	20
46	42.9587664424	0.135	20
47	43.9554815635	2.086	20
44	39.96259086322	96.941	20
45	41.9586178316	0.647	20
50	44.9559082877	100	21
51	45.9526277235	8.25	22
55	49.9447868939	5.18	22
54	48.9478656839	5.41	22
53	47.9479419838	73.72	22
52	46.9517587938	7.44	22
57	50.9439570494	99.75	23
56	49.9471560195	0.25	23
59	51.9405062363	83.789	24
58	49.9460418394	4.345	24
61	53.9388791661	2.365	24
60	52.9406481562	9.501	24
62	54.9380439148	100	25
64	55.9349363349	91.754	26
65	56.9353928449	2.119	26
66	57.9332744353	0.282	26
63	53.9396089953	5.845	26
67	58.9331942956	100	27
68	57.9353424152	68.077	28
69	59.9307858852	26.223	28
70	60.9310555752	1.1399	28
71	61.9283453755	3.6346	28
72	63.9279668258	0.9255	28
73	62.9295977256	69.15	29
74	64.9277897071	30.85	29
76	65.9260338194	27.73	30
77	66.9271277596	4.04	30
78	67.9248445598	18.45	30
79	69.925319221	0.61	30
75	63.9291420171	49.17	30
81	70.9247025887	39.892	31
80	68.925573513	60.108	31
85	73.92117776113	36.5	32
84	72.92345895661	7.75	32
86	75.92140272619	7.73	32
83	71.92207582681	27.45	32
82	69.924248759	20.57	32
87	74.9215945795	100	33
93	81.916699515	8.73	34
92	79.916521813	49.61	34
89	75.91921370417	9.37	34
88	73.92247593415	0.89	34
91	77.917309282	23.77	34
90	76.91991415467	7.63	34
95	80.916289714	49.31	35
94	78.918337614	50.69	35
100	83.911497728244	56.987	36
101	85.910610626941	17.279	36
98	81.9134827394	11.593	36
99	82.9141271632	11.5	36
96	77.9203649476	0.355	36
97	79.9163780875	2.286	36
102	84.911789737954	72.17	37
103	86.90918053106	27.83	37
106	86.908877512	7	38
107	87.905612512	82.58	38
104	83.913419113	0.56	38
105	85.909260612	9.86	38
108	88.905840324	100	39
113	95.908271421	2.8	40
112	93.90631082	17.38	40
110	90.90563962	11.22	40
111	91.90503472	17.15	40
109	89.90469772	51.45	40
114	92.90637302	100	41
119	96.9060181249	9.6	42
118	95.9046761247	16.67	42
117	94.9058387747	15.84	42
116	93.9050849048	9.15	42
115	91.9068079684	14.53	42
121	99.907471811	9.82	42
120	97.9054048249	24.39	42
124	98.90625081	0	43
123	97.907212436	100	43
122	96.90636674	0	43
129	100.905576912	17.06	44
127	98.905934111	12.76	44
128	99.904214311	12.6	44
126	97.905286869	1.87	44
131	103.905427528	18.62	44
125	95.9075902549	5.54	44
130	101.904344112	31.55	44
132	102.905498026	100	45
137	107.903891612	26.46	46
136	105.903480412	27.33	46
138	109.9051722075	11.72	46
133	101.905602228	1.02	46
135	104.905079612	22.33	46
134	103.904030514	11.14	46
139	106.905091626	51.839	47
140	108.904755314	48.161	47
141	105.906459912	1.25	48
143	109.9030066161	12.49	48
142	107.904183412	0.89	48
144	110.9041828761	12.8	48
145	111.902762876	24.13	48
146	112.9044081345	12.22	48
147	113.9033650943	28.73	48
148	115.9047631517	7.49	48
149	112.9040618491	4.29	49
150	114.90387877612	95.71	49
152	113.90278271	0.66	50
153	114.90334469916	0.34	50
154	115.901742801	14.54	50
155	116.9029539852	7.68	50
156	117.9016065754	24.22	50
157	118.9033111778	8.59	50
158	119.9022016397	32.58	50
159	121.903443826	4.63	50
160	123.905276611	5.79	50
151	111.9048238761	0.97	50
162	122.904213223	42.79	51
161	120.90381203	57.21	51
170	129.90622274812	34.08	52
169	127.9044612893	31.74	52
168	125.903310916	18.84	52
163	119.904059333	0.09	52
167	124.904429916	7.07	52
166	123.902817116	4.74	52
165	122.904269816	0.89	52
164	121.903043516	2.55	52
171	126.904471939	100	53
175	128.90478086116	26.4006	54
174	127.903531011	1.9102	54
173	125.904298338	0.089	54
172	123.905892019	0.0952	54
178	131.904155085656	26.9086	54
179	133.905394669	10.4357	54
176	129.9035093491	4.071	54
177	130.9050840624	21.2324	54
180	135.90721448411	8.8573	54
181	132.90545196108	100	55
186	135.9045757329	7.854	56
187	136.905827143	11.232	56
184	133.904508183	2.417	56
185	134.9056883829	6.592	56
188	137.9052470031	71.698	56
182	129.906320728	0.106	56
183	131.905061111	0.101	56
190	138.906356324	99.91119	57
189	137.907114937	0.08881	57
191	135.9071292141	0.185	58
193	139.905443123	88.45	58
192	137.90599111	0.251	58
194	141.909250429	11.114	58
195	140.907657623	100	59
201	147.916899326	5.756	60
200	145.91312262	17.189	60
202	149.920902218	5.638	60
197	142.90982002	12.174	60
196	141.90772902	27.152	60
199	144.91257932	8.293	60
198	143.91009302	23.798	60
204	146.915145019	0	61
203	144.912755933	100	61
205	143.912006521	3.07	62
207	147.914829219	11.24	62
206	146.914904419	14.99	62
208	148.917192118	13.82	62
209	149.917282918	7.38	62
210	151.919739718	26.75	62
211	153.92221692	22.75	62
212	150.919857818	47.81	63
213	152.921238018	52.19	63
220	159.927062418	21.86	64
216	154.922630517	14.8	64
217	155.922131217	20.47	64
218	156.923968617	15.65	64
219	157.924112317	24.84	64
214	151.919799518	0.2	64
215	153.920874117	2.18	64
221	158.925354719	100	65
222	155.924284717	0.056	66
223	157.924415931	0.095	66
228	163.92918192	28.26	66
